"nr","naam","definitie","uml-type","ggm-guid","bron","domein-iv3","archimate-type","toelichting","gemma-guid","synoniemen","domein-dcat","domein-gemma","datum-tijd-export"
"599","Omgevingswaarderegel","Omgevingswaarderegel
De beschrijving van een juridische regel gericht op een gestelde omgevingswaarde.
Het betreft hier een juridische regel die verplichtingen oplegt aan het bevoegd gezag dat deze regel opstelt.
Een omgevingswaarderegel is alleen gericht op een Omgevingswaarde (eventueel meerdere).","Class","{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0}","https://geonovum.github.io/TPOD/CIMOW/CIMOW_v2.1.0.pdf","Omgevingswet","Business object","Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf.","id-2fc6c6eb-df35-49e6-9694-1b8bd53537b0","","","","28062023-11:06:06"
"600","Omzetgroep","Artikelen worden gebruikt om omzet te registreren in de shop, de horeca of elders. De omzet wordt vervolgens getotaliseerd op rapportages. Om de artikelen te groeperen moet ieder artikel tot een omzetgroep behoren.","Class","{2A7D73D7-87EA-4b61-88BB-F061DDBF52D9}","","Museum Prinsenhof","Data object","","id-2a7d73d7-87ea-4b61-88bb-f061ddbf52d9","","","","28062023-11:06:06"
"601","ONBEGROEID TERREINDEEL","Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, zonder aaneengesloten vegetatie.","Class","{C32F1546-F793-4f13-91A4-2047E6DE6E91}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-c32f1546-f793-4f13-91a4-2047e6de6e91","","","","28062023-11:06:06"
"602","Onbestemd Adres","","Class","{75E93FC5-3EF8-40b6-B170-ED5A2C36B354}","","RSGB Model","Business object","","id-75e93fc5-3ef8-40b6-b170-ed5a2c36b354","","","","28062023-11:06:06"
"603","Ondergeschikte bouwdelen","ondergeschikte delen aan een gebouw zoals trappen, bordessen, funderingen, kelderingangen, overstekende daken, goten, luifels, balkons, balkonhekken, schoorstenen, liftopbouwen en andere ondergeschikte dakopbouwen","","","","","Business object","","a7c79559-13ef-4103-9a6f-9ec3c10c9b5e","","","","28062023-11:06:06"
"604","Ondergronds bouwwerk","elke constructie van enige omvang van hout, steen, metaal of ander materiaal die onder het straatpeil is gelegen","","","","","Business object","","id-4d185978-d3bd-4a54-8f8c-e20ffc69870e","","","","28062023-11:06:06"
"605","Onderhoud","Maatregelen om de functionele kwaliteit in stand te houden of te herstellen en dus de levensduur van een (object)onderdeel te realiseren c.q. te verlengen.","Class","{960BB2E0-C17F-4c89-90DD-3006CC5F0F75}","https://aquo.begrippenxl.nl/aquo/nl/page/Id-06760094-abc1-4731-ba73-bec43f3bcf57","Ruimte","Business object","","id-960bb2e0-c17f-4c89-90dd-3006cc5f0f75","","","","28062023-11:06:06"
"606","Onderhoudskosten","Kosten voor het onderhoud van iemand of iets, hetzij om te voorzien in de levensbehoeften van personen, hetzij voor de instandhouding en verzorging van zaken.","Class","{5C8F7563-D1FF-4622-8565-F48A1BCAB9E3}","","Sport","Business object","","id-5c8f7563-d1ff-4622-8565-f48a1bcab9e3","","","","28062023-11:06:06"
"607","ONDERSTEUNEND WATERDEEL","Object dat in het kader van de waterhuishouding periodiek gedeeltelijk of geheel met water is bedekt.","Class","{7B92809F-CFAE-4be8-BE3A-4E4B94E83F52}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-7b92809f-cfae-4be8-be3a-4e4b94e83f52","","","","28062023-11:06:06"
"608","ONDERSTEUNEND WEGDEEL","Een deel van de weg dat niet primair bedoeld is voor gebruik door het verkeer.","Class","{F55A5977-7E3B-4cf4-B8D1-CFCEECA0DEA1}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-f55a5977-7e3b-4cf4-b8d1-cfceeca0dea1","","","","28062023-11:06:06"
"609","Ondersteunende horeca","horeca waarbij de horeca activiteit ondersteunend is aan de hoofdactiviteit maar daaraan ondergeschikt is","","","","","Business object","","id-5062beba-c1b2-432c-8d17-acdfd6586e98","","","","28062023-11:06:06"
"610","Onderwerp (Dienstverlening)","Bron: GEM_VJV_ONDERWERP
ID: ONDERWERP_ID","Class","{8D758F67-6085-4ac7-BFDC-8D97AB632A93}","","Dienstverlening","Business object","","id-8d758f67-6085-4ac7-bfdc-8d97ab632a93","","","","28062023-11:06:06"
"611","Onderwerp (ICT)","Op de meest karakteristieke elementen gebaseerde en in woord of eenvoudige zinstructuur samengevatte aanduiding van de inhoud van een document","Class","{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09}","","ICT","Data object","","id-2aa9db3b-d79c-490d-8776-da1cb25e9b09","","","","28062023-11:06:06"
"612","Onderwijsinstituut","Een instituut waar onderwijs wordt gegeven.","Class","{59F3063A-13A6-4cbc-A387-045A6B126746}","http://lod.duo.nl/term/Onderwijsinstelling","HR","Business object","","id-59f3063a-13a6-4cbc-a387-045a6b126746","Onderwijsinstelling","","","28062023-11:06:06"
"613","Onderwijsloopbaan","Loopbaan als leerling in het onderwijs; loopbaan als leerling op school; tijd die iemand als leerling heeft doorgebracht op school, vaak met de bijgedachte aan de daarbij opgedane kennis en ervaring; tijd die men schoolgegaan heeft; onderwijscarri√®re; schoolloopbaan; schoolcarri√®re; schooltijd; de schooljaren","Class","{F47ACE79-C476-479f-A3A3-729E65AF3D32}","https://taxonomie.cbs.nl/vocab/id/2565","Onderwijs","Business object","","id-f47ace79-c476-479f-a3a3-729e65af3d32","","","","28062023-11:06:06"
"614","Onderwijsniveau","De hoogte van een soort onderwijs in relatie tot andere soorten onderwijs","Class","{96AB51D0-52E5-4515-B21F-98B30C4B9C42}","http://lod.duo.nl/term/Onderwijsniveau","Onderwijs","Business object","","id-96ab51d0-52e5-4515-b21f-98b30c4b9c42","","","","28062023-11:06:06"
"615","Onderwijssoort","Typologie voor onderwijs","Class","{8AF9FAE6-13D8-484d-97F5-2A3839BC8618}","","Onderwijs","Data object","","id-8af9fae6-13d8-484d-97f5-2a3839bc8618","","","","28062023-11:06:06"
"616","Onderwijstype","","Enumeration","{354AA899-00C3-4c36-93F7-0B364D331C93}","","Onderwijs","Data object","","id-354aa899-00c3-4c36-93f7-0b364d331c93","","","","28062023-11:06:06"
"617","Ontbinding huwelijk/geregistreerd partnerschap","Gegevens over het ontbonden huwelijk of geregistreerd partnerschap.","Class","{10E7F112-407D-4099-9CC7-F6B53DD094BF}","","Groepattribuutsoort","Data object","","id-10e7f112-407d-4099-9cc7-f6b53dd094bf","","","","28062023-11:06:06"
"618","ontsluitingswijzeVerdieping","De verschillende waarden die de ontsluiting van een verdieping kan aannemen.","Enumeration","{96FFDD15-A8C1-46aa-A233-2F0F50DC9069}","","Enumeratiesoort","Data object","","id-96ffdd15-a8c1-46aa-a233-2f0f50dc9069","","","","28062023-11:06:06"
"619","Onzelfstandige woonruimte","woonruimte die geen eigen toegang heeft en die niet door een huishouden kan worden bewoond zonder gebruik te maken van wezenlijke voorzieningen buiten die woonruimte","","","","","Business object","","id-12c7caaa-6bb8-4ff8-822f-ae303573d5ae","","","","28062023-11:06:06"
"620","Oorspronkelijke Functie","De functie van een object na bouw of oplevering","Class","{49993EF9-ED8B-49e0-B8F7-FC7C8C28669D}","","Erfgoed: Monumenten ","Data object","","id-49993ef9-ed8b-49e0-b8f7-fc7c8c28669d","","","","28062023-11:06:06"
"621","Opbreking","Vorm van wegwerkzaamheid ","Class","{1EBA6DEB-268D-4339-86C9-7C1BA218A7A0}","","Ruimte","Business object","","id-1eba6deb-268d-4339-86c9-7c1ba218a7a0","","","","28062023-11:06:06"
"622","Opdrachtcategorie","","Enumeration","{87322382-E60F-4d0e-93B0-6628D3CC964B}","","Inkoop","Data object","","id-87322382-e60f-4d0e-93b0-6628d3cc964b","","","","28062023-11:06:06"
"623","Opdrachtgever","Persoon die een opdracht verstrekt. ","Class","{C2520FC3-622B-4edf-B911-C661B0D710FE}","","Financien","Business object","","id-c2520fc3-622b-4edf-b911-c661b0d710fe","","","","28062023-11:06:06"
"624","Opdrachtnemer","Partij die een opdracht aanvaardt. ","Class","{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3}","","Financien","Business object","","id-9abe303f-1e8d-407c-bbb8-e7dac383e0c3","","","","28062023-11:06:06"
"625","Opdrachtsoort","","Enumeration","{5D6461E2-0D66-4039-BBF4-B413322EF194}","","Inkoop","Data object","","id-5d6461e2-0d66-4039-bbf4-b413322ef194","","","","28062023-11:06:06"
"626","OPENBARE RUIMTE","Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen","Class","{FB13857C-C695-4b53-8060-BACFA0E16950}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-fb13857c-c695-4b53-8060-bacfa0e16950","","","","28062023-11:06:06"
"627","Openbare weg","openbare weg als bedoeld in de Wegenwet","","","","","Business object","","id-5cf99c72-7fe1-475c-9068-43e343c2562a","","","","28062023-11:06:06"
"628","OpenbareActiviteit","Activiteit in het publieke domein","Class","{B2B423C3-B9C9-4b4f-A47D-85D29417B9B4}","","Vergunningverlening, Toezicht en Handhaving","Business object","","id-b2b423c3-b9c9-4b4f-a47d-85d29417b9b4","","","","28062023-11:06:06"
"629","Ophaalmoment","Een stop die een vuilniswagen maakt tijdens het doen van een rit. Bijgehouden wordt de gewichtstoename van de lading","Class","{9079F098-1084-4484-ACCC-6C6C07043193}","","Afval","Business object","","id-9079f098-1084-4484-accc-6c6c07043193","","","","28062023-11:06:06"
"630","Opleiding","Een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden.","Class","{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6}","http://lod.duo.nl/term/Opleiding","HR","Business object","","id-e07d60de-cd26-4cef-a18b-6f72cc76c1b6","","","","28062023-11:06:06"
"631","Oppervlakte van een bouwwerk","de oppervlakte, gemeten tussen de buitenwerkse gevelvlakken of het hart van de scheidingsmuren, neerwaarts geprojecteerd op het gemiddelde niveau van het afgewerkte bouwterrein ter plaatse van het bouwwerk","","","","","Business object","","id-2e103d49-b33a-4865-a8c2-6abce241badb","","","","28062023-11:06:06"
"632","Oppervlakte Woning","","Enumeration","{5110C4A5-4771-4283-ADAB-04F9CB2D27BF}","","Ruimte","Data object","","id-5110c4a5-4771-4283-adab-04f9cb2d27bf","","","","28062023-11:06:06"
"633","Opschorting ZAAK","<font color=""#610e6a"">Gegevens omtrent het tijdelijk opschorten van de behandeling van de ZAAK</font>","Class","{8EF0E043-5575-42fe-B2E7-81D8F12ADC77}","","Groepattribuutsoort","Data object","","id-8ef0e043-5575-42fe-b2e7-81d8f12adc77","","","","28062023-11:06:06"
"634","Ordeningsschema","Ordening om archief en collecties beter vindbaar en bruikbaar voor betrokkenen.","Class","{B61986A2-B8E7-4e69-AD55-E61771FDEEB4}","","Erfgoed: Archief","Data object","","id-b61986a2-b8e7-4e69-ad55-e61771fdeeb4","","","","28062023-11:06:06"
"635","ORGANISATORISCHE EENHEID","<font color=""#610e6a"">Het deel van een functioneel afgebakend onderdeel binnen de organisatie dat haar activiteiten uitvoert binnen een VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE en die verantwoordelijk is voor de behandeling van zaken.</font>","Class","{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RGBZ Model","Business object","","id-936a4e8b-3e5a-44b6-8a5d-efb39f83fb6d","","","","28062023-11:06:06"
"636","Ouder","De ouders van de persoon waar de Persoonslijst (PL) bij hoort.","","","http://opendata.stelselcatalogus.nl/brp/id/begrip/ouder","","Business object","","id-9493b093-3dcb-8e7c-8c06-df25f95c7f9f","Verzorger","","","28062023-11:06:06"
"637","Ouder Of Verzorger","","Class","{51C8E3DF-FFF4-4a20-9CB2-AA5FA50579E2}","","Onderwijs","Data object","","id-51c8e3df-fff4-4a20-9cb2-aa5fa50579e2","","","","28062023-11:06:06"
"638","OVERBRUGGINGSDEEL","Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie.","Class","{2E45A5F3-A685-48c5-98D4-794BE382891E}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-2e45a5f3-a685-48c5-98d4-794be382891e","","","","28062023-11:06:06"
"639","Overbruggingsobject","Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie .","Class","{6B907CEB-2CBE-4886-9D3E-215F5D7E00A}","","Ruimte","Business object","","id-6b907ceb-2cbe-4886-9d3e-215f5d7e00a","","","","28062023-11:06:06"
"640","OVERIG BENOEMD TERREIN","Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen onbebouwd terrein of een gedeelte daarvan, geen standplaats of gedeelte van een ligplaats zijnde, dat bestemd is voor het gedurende langere tijd verrichten van een maatschappelijke activiteit.","Class","{CFA3D54E-C8E0-4559-9475-29D31AF2DECD}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-cfa3d54e-c8e0-4559-9475-29d31af2decd","","","","28062023-11:06:06"
"641","OVERIG BOUWWERK","Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk. ","Class","{1DA7BC25-CF02-4161-B9A2-DE0BE27C5254}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-1da7bc25-cf02-4161-b9a2-de0be27c5254","","","","28062023-11:06:06"
"642","OVERIG GEBOUWD OBJECT","De kleinste eenheid van gebruik, geen verblijfsobject zijnde, binnen een bij de totstandkoming functioneel en bouwkundig constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden.","Class","{7CDF37D9-26D7-46a5-9CF3-392601BDCECA}","https://www.gemmaonline.nl/index.php/Informatiemodel_Basis-_en_Kerngegevens_(RSGB)","RSGB Model","Business object","","id-7cdf37d9-26d7-46a5-9cf3-392601bdceca","","","","28062023-11:06:06"
"643","OVERIGE ADRESSEERBAAR OBJECT AANDUIDING","Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.","Class","{7B33EB93-BAD8-4b36-90A1-B3909415EDC3}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-7b33eb93-bad8-4b36-90a1-b3909415edc3","","","","28062023-11:06:06"
"644","OVERIGE SCHEIDING","Kunstmatig, meestal lineair obstakel met een werende functie, met kleinere afmetingen dan toegestaan voor opname in de BGT.","Class","{EC57B722-D4B4-42d2-AF3C-31E085C63EBB}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-ec57b722-d4b4-42d2-af3c-31e085c63ebb","","","","28062023-11:06:06"
"645","Overkapping","een bouwwerk, geen gebouw zijnde voorzien van een gesloten dak","","","","","Business object","","id-798658c7-9f4f-46e7-9a1b-ec008bf7b2a9","","","","28062023-11:06:06"
"646","Overlijden ingeschreven natuurlijk persoon","Gegevens over het overlijden van de ingeschreven natuurlijk persoon.","Class","{26BCBA8B-C96C-4fc1-8CC3-40698E0FB71E}","","Groepattribuutsoort","Data object","","id-26bcba8b-c96c-4fc1-8cc3-40698e0fb71e","","","","28062023-11:06:06"
"647","Overlijden INGESCHREVEN PERSOON","Gegevens over het overlijden van de ingeschreven persoon.","Class","{E4578F75-847E-48ef-A91F-EF8B53AEDEC5}","","Groepattribuutsoort","Data object","","id-e4578f75-847e-48ef-a91f-ef8b53aedec5","","","","28062023-11:06:06"
"648","Overstortconstructie","Een constructie voorzien van een overstortdrempel met een ontworpen drempelbreedte en -hoogte.","Class","{845EC5C5-7B96-4999-9659-5617436D269}","","Ruimte","Business object","","id-845ec5c5-7b96-4999-9659-5617436d269","","","","28062023-11:06:06"
"649","Paal","Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat.","Class","{6B8DBBFB-03D7-4FD7-BBAB-3E7FBE60D97}","","Ruimte","Business object","","id-6b8dbbfb-03d7-4fd7-bbab-3e7fbe60d97","","","","28062023-11:06:06"
"650","Pachter","Een persoon die een pachtovereenkomst heeft met de eigenaar van een perceel voor het gebruik als landbouwgrond.","Class","{EDC8B01F-4802-4562-BC41-C2CAD76880B6}","http://tax.kadaster.nl/id/begrip/Pachter","Vastgoed","Business object","","id-edc8b01f-4802-4562-bc41-c2cad76880b6","","","","28062023-11:06:06"
"651","Package","Een samengesteld bestand of een directory die een aantal bestanden bevat, maar welke als √©√©n bestand aan de gebruiker getoond word","Class","{ACE86CFF-D6D0-4cbd-8395-99BD763F1B37}","https://begrippen.hunzeenaas.nl/id/begrip/Id-a00b49dd-768b-65b3-47f9-cde0249a058a","ICT","Business object","","id-ace86cff-d6d0-4cbd-8395-99bd763f1b37","","","","28062023-11:06:06"
"652","Packagingstatus","","Enumeration","{C0031024-173A-47d6-9BF4-F22941AA7807}","","ICT","Data object","","id-c0031024-173a-47d6-9bf4-f22941aa7807","","","","28062023-11:06:06"
"653","PAND","De kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.","Class","{26D1113F-F7B3-4bdd-9AAE-EA14CC9F3C3F}","https://www.gemmaonline.nl/index.php/Informatiemodel_Zaken_(RGBZ)","RSGB Model","Business object","","id-26d1113f-f7b3-4bdd-9aae-ea14cc9f3c3f","","","","28062023-11:06:06"
"654","Parkeergarage","Open constructie die geheel of gedeeltelijk in gebruik is als voorziening voor het parkeren van voertuigen","Class","{8F492648-6EF2-4f8a-87C9-2440230D4137}","https://begrippen.geostandaarden.nl/sor/nl/page/parkeergarage","Parkeren","Business object","","id-8f492648-6ef2-4f8a-87c9-2440230d4137","","","","28062023-11:06:06"
"655","Parkeerrecht","Het onder bepaalde voorwaarden (zoals betaling parkeerbelasting of parkeergeld) ontstane recht om een voertuig gedurende een bepaalde of onbepaalde periode op een daartoe benoemde parkeerplaats of in/op een daartoe benoemde parkeervoorziening te parkeren.","Class","{9E0936E5-6B50-4205-BA5D-FEB80486D6F1}","https://www.gebiedseconomie.nl/content/p/parkeerrecht","Parkeren","Business object","","id-9e0936e5-6b50-4205-ba5d-feb80486d6f1","","","","28062023-11:06:06"
"656","Parkeerscan","Waarneming van een parkeeractie door een scanauto","Class","{653EEEA7-ED82-427d-BD72-86C847793AD6}","","Parkeren","Business object","","id-653eeea7-ed82-427d-bd72-86c847793ad6","","","","28062023-11:06:06"
